spot_name,index spot,weather,temperature,traffic_time,satisfaction
Magog,13,0,20.87595430455319,37.23339827528441,0
Magog,13,0,26.318419390162894,34.60410140574206,0
Magog,13,0,19.55461692941382,38.98008033525659,0
Magog,13,0,22.193546822120165,35.74065338184913,0
Magog,13,0,19.03656291824175,23.491836188796945,0
Magog,13,0,22.266143528787154,33.971431521676095,0
Magog,13,0,18.21891566967266,41.59912622188875,0
Magog,13,0,22.527362025373705,41.3256227864482,0
Magog,13,0,18.246848880506718,31.860619467566266,0
Magog,13,0,18.000436644428966,37.72439315194034,0
Magog,13,0,20.870199136412825,24.412171709921722,0
Magog,13,0,26.667085881836663,25.04485964924577,0
Magog,13,0,19.19033399622104,32.79988752683879,0
Magog,13,0,25.905590350382145,37.94257882071338,0
Magog,13,0,25.461659755437537,31.801581507898703,0
Magog,13,0,24.44868359226236,36.06548834851551,0
Magog,13,0,25.53215044339506,23.692972086946227,0
Berthierville,14,0,18.336530273602083,29.80954113513618,0
Berthierville,14,0,23.567921742448046,26.16740237320365,0
Berthierville,14,0,19.431437552312087,38.4034923995326,0
Berthierville,14,0,18.224479252808823,27.61257989876409,0
Berthierville,14,0,19.67574702547803,33.808997864619556,0
Berthierville,14,0,20.660053714852282,41.30999718935858,0
Berthierville,14,0,23.016075510707907,32.94515762340521,0
Berthierville,14,0,19.041405257643746,23.849169539005594,0
Berthierville,14,0,25.81475903260981,26.118935877082997,0
Berthierville,14,0,23.361770127705668,26.896023604368505,0
Berthierville,14,0,24.88547876030264,41.43381154639927,0
Berthierville,14,0,19.546612527182358,40.63054312830326,0
Berthierville,14,0,18.413684625281142,37.31563402608991,0
Berthierville,14,0,21.584836328223176,35.1286448518145,0
Berthierville,14,0,26.932306006405106,26.853749335925002,0
Berthierville,14,0,25.57495514300286,41.50188480882814,0
Berthierville,14,0,27.57815984360406,34.499130742210426,0
Berthierville,14,0,20.32008137548016,38.20861269033839,0
Berthierville,14,0,24.982075385907315,37.764530783229816,0
Berthierville,14,0,23.08270509146482,33.600811387357766,0
Berthierville,14,0,20.19308729654135,38.33234216845964,0
Berthierville,14,0,19.695516925152216,38.13784623487295,0
Berthierville,14,0,20.184859067464302,43.27674066568717,0
Berthierville,14,0,24.592489787595564,27.525635558265254,0
Berthierville,14,0,21.96862764526973,40.467960225368586,0
Berthierville,14,0,23.075533725727716,29.49445870792195,0
Berthierville,14,0,27.736047947276667,35.16449228384658,0
Berthierville,14,0,21.053488941355944,38.18313245185953,0
Berthierville,14,0,22.993198346709057,29.360705924471567,0
Berthierville,14,0,18.811145830068376,29.051449421892332,0
Berthierville,14,0,26.508043688140717,24.91905953917024,0
Berthierville,14,0,22.39132207886132,30.856441787284275,0
Berthierville,14,0,26.502894185241374,23.56446398697251,0
Berthierville,14,0,24.933518128503955,29.02982710850071,0
Berthierville,14,0,20.056460246339064,28.37945556432556,0
Berthierville,14,0,26.631562546103204,35.53860121134964,0
Berthierville,14,0,20.21849241027829,32.601989690633985,0
Berthierville,14,0,21.259715931079146,37.694866938194785,0
Berthierville,14,0,26.753262503761015,31.33884556937123,0
Berthierville,14,0,21.757881174217655,38.32483784753991,0
Berthierville,14,0,21.35760192626523,39.7707683449767,0
Berthierville,14,0,19.389317298046706,31.679643162020326,0
Berthierville,14,0,18.118930247872356,39.11721625087121,0
Berthierville,14,0,22.727648618979224,39.10265795068847,0
Ahuntsic,0,1,17.21995950154604,21.43785207197105,0
Ahuntsic,0,1,25.48567739343093,20.239181321432273,0
Ahuntsic,0,1,24.183413200257377,21.465292644514847,0
Ahuntsic,0,1,24.0718266479175,19.72421077569971,0
Ahuntsic,0,1,21.611995342051415,26.408308035944174,0
Ahuntsic,0,1,24.813477072427705,24.212828894166428,0
VanHorne,1,1,17.455545790316172,27.50323293893891,1
VanHorne,1,1,16.85697200898127,29.907165562904193,1
VanHorne,1,1,16.993987884557527,27.301897973513555,1
VanHorne,1,1,23.36542674364776,24.431948034343904,1
VanHorne,1,1,23.80125928651705,11.505407559512882,1
VanHorne,1,1,25.56317699963399,22.57895537602845,1
VanHorne,1,1,25.750140376077166,19.004984577709447,1
VanHorne,1,1,24.865495281829297,18.32028396596451,1
VanHorne,1,1,20.67305256767974,24.05538225376895,1
VanHorne,1,1,17.911075163518074,19.793009077293995,1
VanHorne,1,1,20.216661494816783,11.37786722500155,1
VanHorne,1,1,24.04592671827761,15.689324005922776,1
VanHorne,1,1,16.626556357441697,28.48454203372355,1
VanHorne,1,1,16.831160557572378,16.42906125707668,1
VanHorne,1,1,25.139143891727386,24.041619130225236,1
VanHorne,1,1,17.86681137784576,24.253586532054065,1
VanHorne,1,1,22.53469481278916,18.25626168111334,1
VanHorne,1,1,19.193052109775294,28.984299016206432,1
VanHorne,1,1,17.005869126814986,15.01230864832058,1
VanHorne,1,1,25.31170291343576,21.186572081085806,1
VanHorne,1,1,20.183999726500403,13.802001405526816,1
VanHorne,1,1,23.607774408220884,17.817232926992073,1
VanHorne,1,1,16.393870255420246,17.01334293086189,1
VanHorne,1,1,22.703487881270974,21.70137218310849,1
VanHorne,1,1,25.348260739289234,27.189144929595265,1
VanHorne,1,1,23.682033275961896,24.469146626788522,1
VanHorne,1,1,24.395441258943823,20.62023326061604,1
VanHorne,1,1,24.835805461206796,16.709788127357562,1
VanHorne,1,1,25.27188327697529,21.04016778357016,1
VanHorne,1,1,19.26908956703189,11.67948387708699,1
VanHorne,1,1,16.811202584585736,21.947686236582566,1
VanHorne,1,1,17.414237321006794,24.09832842037869,1
Verdun,2,1,16.619141554774576,23.28729315835611,0
Verdun,2,1,17.374328506407394,29.24916249632139,0
Lasalle,3,1,22.997500232530793,14.058402108011327,0
Lasalle,3,1,17.551915855684793,23.495674363897866,0
Lasalle,3,1,23.749432806088382,25.36887447672612,0
Lasalle,3,1,17.581337611755895,21.537663475162724,0
Lasalle,3,1,21.50088972852116,25.87821251096294,0
Lasalle,3,1,25.218822151522488,15.331802805247086,0
Lasalle,3,1,16.46209402538319,25.699396705979176,0
Lasalle,3,1,17.91608897033782,29.202967985727877,0
Lasalle,3,1,25.94029853197164,12.495543282527485,0
Lasalle,3,1,25.20697015479822,18.843547233361814,0
Lasalle,3,1,24.27523201195074,19.83760534433233,0
Lasalle,3,1,22.12829564018567,14.093091077149245,0
Lasalle,3,1,20.592579838798553,13.228369467205702,0
Lasalle,3,1,18.26158453405363,20.001015766343194,0
Lasalle,3,1,17.390924268774032,16.037514298681202,0
Lasalle,3,1,21.199332255407292,14.610789671273247,0
Lasalle,3,1,25.40737577031104,24.012301756780282,0
Lasalle,3,1,18.431358063796367,13.43470778607238,0
Lasalle,3,1,24.59921827980986,17.905491464474625,0
Lasalle,3,1,16.561371244295795,27.663818325911464,0
Lasalle,3,1,17.936206620137405,13.53458066835977,0
Lasalle,3,1,24.648187612640015,26.57843075199518,0
Lasalle,3,1,21.130852200000156,26.155659335182314,0
Lasalle,3,1,24.218570720500765,18.01151527965355,0
Lasalle,3,1,17.290135673260956,28.12789550742731,0
Préfontaine,4,1,25.780015053559694,22.950651666921026,1
Préfontaine,4,1,17.29053060676558,11.872862797881256,1
Préfontaine,4,1,21.40280792304883,21.984054358912413,1
Préfontaine,4,1,22.3861605418372,16.38090423835365,1
Préfontaine,4,1,16.47533907158743,10.8484300914656,1
Préfontaine,4,1,23.423215039951675,16.56205893446993,1
Préfontaine,4,1,24.375743117091165,15.166989698495216,1
Préfontaine,4,1,20.229712582885618,14.266830576592348,1
Préfontaine,4,1,26.03251000743292,11.79272004797744,1
Préfontaine,4,1,16.608057538487945,20.180805218272653,1
Préfontaine,4,1,24.540547818837663,27.541930876652025,1
Préfontaine,4,1,25.411495949581287,12.917675483675271,1
Préfontaine,4,1,24.222325649037092,14.437701343901558,1
Préfontaine,4,1,16.40809792357525,28.518846714665663,1
Préfontaine,4,1,18.12490901560749,24.680745832792137,1
Préfontaine,4,1,22.453139521975032,11.897409635788183,1
Préfontaine,4,1,24.06944481121349,21.204062158417397,1
Préfontaine,4,1,25.631929295647176,14.685952506541627,1
Préfontaine,4,1,17.968091036856066,27.596776824179496,1
Préfontaine,4,1,21.910953374060313,29.613282049908708,1
Préfontaine,4,1,24.987353883166232,25.142750680945024,1
Préfontaine,4,1,22.28827731801874,13.744272673236962,1
Préfontaine,4,1,19.914967407411172,27.961543002582072,1
Préfontaine,4,1,22.870523270252377,19.88608286139479,1
Préfontaine,4,1,20.41418379772363,14.765463539215611,1
Préfontaine,4,1,21.282841313220093,14.213773026398167,1
Préfontaine,4,1,19.132014972784802,13.463785052297014,1
Préfontaine,4,1,19.223340440737424,17.64686760871529,1
Préfontaine,4,1,18.650243883035078,28.671743818129602,1
Préfontaine,4,1,24.524225325455753,12.505484234147715,1
Préfontaine,4,1,18.489603772982782,28.645521434888412,1
Préfontaine,4,1,21.805428391986485,13.229394866750576,1
Préfontaine,4,1,19.17244601243186,22.010614894167517,1
Boucherville,5,1,16.59545720607113,13.368438838852793,1
Boucherville,5,1,17.145744545754017,18.998219631475955,1
Boucherville,5,1,17.267416915864594,19.144063248499172,1
Boucherville,5,1,22.97656984653772,10.772165991784554,1
Boucherville,5,1,20.218167116624013,23.255966903395556,1
Boucherville,5,1,17.118855736639432,16.27197290547712,1
Boucherville,5,1,19.39232042050335,23.767922005057706,1
Boucherville,5,1,25.706151213850717,25.27221685977429,1
Taz,6,1,20.905151675997917,19.251078917344202,1
Spin,7,1,23.946955098767383,25.02203233701279,1
Spin,7,1,22.857899703110053,27.957557709390755,1
Spin,7,1,23.799700215835117,27.12525472228011,1
Spin,7,1,17.32737904848829,15.422148594216281,1
Spin,7,1,17.899031151097766,13.09121205021966,1
Spin,7,1,21.216785587344578,21.137054228930126,1
Spin,7,1,21.349646083060303,26.420551658118736,1
Spin,7,1,21.195551630636064,22.780817314070248,1
Spin,7,1,16.95746042983111,18.494389117339747,1
Spin,7,1,20.77177197748186,15.453129000804552,1
Spin,7,1,24.145809838310164,20.157313881330182,1
Spin,7,1,16.310431784171378,17.2687402640884,1
Spin,7,1,19.829621287366155,29.881168906214427,1
Spin,7,1,20.827302833150412,23.84131028906706,1
Saint Jérome,8,1,21.76290788616638,27.32207077887121,0
Saint Jérome,8,1,17.82183254237656,16.88645761787737,0
Saint Jérome,8,1,23.72832486013726,10.181925539822704,0
Saint Jérome,8,1,17.651394135337625,25.408835076866314,0
Saint Jérome,8,1,18.81600907040203,14.660362296548819,0
Saint Jérome,8,1,24.502572368944936,23.077220338389886,0
Saint Jérome,8,1,17.43558090259602,11.49856125542411,0
Saint Jérome,8,1,20.700870141231203,17.871839485745006,0
Saint Jérome,8,1,25.27957092300754,27.62990819562689,0
Saint Jérome,8,1,20.36514650813519,26.345254044010456,0
Saint Jérome,8,1,21.16674573652574,18.63247127376218,0
Saint Jérome,8,1,25.92257708078062,11.856129563906098,0
Saint Jérome,8,1,20.676648888990616,27.199984317704683,0
Saint Jérome,8,1,25.63830477558561,28.600187024861484,0
Saint Jérome,8,1,18.646527455548323,21.221123360308027,0
Saint Jérome,8,1,20.5819730058315,13.381881051320622,0
Saint Jérome,8,1,19.20710047850504,20.960204814642474,0
Saint Jérome,8,1,17.392427037517372,12.984015023359754,0
Saint Jérome,8,1,21.983621101038523,28.77644895964918,0
Saint Jérome,8,1,17.69612374537001,15.953491449604055,0
Saint Jérome,8,1,18.288523131767523,17.188335289938443,0
Saint Jérome,8,1,21.88041387725895,20.058248934394967,0
Saint Jérome,8,1,17.771163880648956,18.356266588349968,0
Saint Jérome,8,1,22.09936507743059,22.554596858938538,0
Saint Jérome,8,1,17.925009374538778,11.199027174879546,0
Saint Jérome,8,1,25.814559185484065,23.450212028267853,0
Saint Jérome,8,1,23.47204950253994,26.72167250566224,0
Saint Jérome,8,1,24.099623575237025,13.000924720112366,0
Saint Jérome,8,1,23.317976118961237,12.966495160044893,0
Saint Jérome,8,1,21.520325591083584,24.27912889295751,0
Saint Jérome,8,1,22.422724381633934,12.529789911593705,0
Saint Jérome,8,1,21.877051368722643,15.583552371536731,0
Saint Jérome,8,1,16.612600024418814,27.262931894577637,0
Saint Jérome,8,1,23.862046069993276,22.321133824236206,0
Saint Jérome,8,1,23.735811290282854,25.396832551449897,0
Saint Jérome,8,1,17.745292928147954,13.826170760650491,0
Saint Sauveur,9,1,17.144328359425245,21.665497589851135,0
Saint Sauveur,9,1,16.969016230573168,27.959155132597317,0
Saint Sauveur,9,1,24.245924041101638,16.438635148225703,0
Saint Sauveur,9,1,24.28114786768584,23.068294655537155,0
Saint Sauveur,9,1,20.765499039473394,11.159190929009164,0
Saint Sauveur,9,1,24.044846963422444,12.866822904681271,0
Saint Sauveur,9,1,16.274031939565546,24.422882668127112,0
Saint Sauveur,9,1,24.174315979951206,24.249260408883192,0
Saint Sauveur,9,1,23.48034061069511,15.78950648517215,0
Saint Sauveur,9,1,22.231295734118554,28.794020508937493,0
Saint Sauveur,9,1,19.353348228250624,29.17037147239309,0
Saint Sauveur,9,1,24.983188289885966,21.844224823593983,0
Saint Sauveur,9,1,20.017982639011247,19.331669738931197,0
Saint Sauveur,9,1,21.63183734130431,17.207347921201603,0
Saint Sauveur,9,1,17.453946141157715,17.95308502457494,0
Saint Sauveur,9,1,21.2790622512414,22.65442959423174,0
Saint Sauveur,9,1,23.262623201636156,24.087908741332644,0
Saint Sauveur,9,1,20.020091333587676,21.141475197922087,0
Saint Sauveur,9,1,18.948268102027466,27.661003583654267,0
Saint Sauveur,9,1,20.493846300761856,25.784560902088444,0
Saint Sauveur,9,1,22.018134141281354,16.322834791004606,0
Saint Sauveur,9,1,20.767092876422698,28.613283824849887,0
Saint Sauveur,9,1,21.145345293348782,29.944345575023725,0
Saint Sauveur,9,1,16.272209016470562,29.931088680118172,0
Saint Sauveur,9,1,22.400350947741707,28.302951155738313,0
Saint Sauveur,9,1,19.353866643914763,20.77646381960151,0
Saint Sauveur,9,1,17.693080412186273,23.685929294951546,0
Saint Sauveur,9,1,16.514915754579675,13.610934187237145,0
Assomption,10,1,22.547262140251025,15.908487298728263,0
Assomption,10,1,24.68688755863955,23.24876456564187,0
Assomption,10,1,23.975841502820987,19.11480996955609,0
Assomption,10,1,25.6140845711606,16.495894515651912,0
Assomption,10,1,20.183104949335565,26.570165114064135,0
Assomption,10,1,17.148816088676384,29.338636244341814,0
Assomption,10,1,16.332844465774038,20.153714698546914,0
Assomption,10,1,16.806123969143577,13.110180026398819,0
Assomption,10,1,20.28427560094886,22.25033775694938,0
Assomption,10,1,20.96486768408365,21.392397628317585,0
Assomption,10,1,22.946792930150266,13.023647835428845,0
Assomption,10,1,19.362646306913955,20.70617402941071,0
Assomption,10,1,22.23728098182411,28.13445167181025,0
Assomption,10,1,21.115528446898765,20.169751919554173,0
Assomption,10,1,18.494921425729647,15.6784380509694,0
Assomption,10,1,24.026190101628046,22.22647224502588,0
Assomption,10,1,18.244165626269996,18.49536781261861,0
Assomption,10,1,24.701519415592987,26.25002267425002,0
Assomption,10,1,26.011097732457877,23.548114489181557,0
Assomption,10,1,25.905322061998977,27.34872009135617,0
Assomption,10,1,19.934921499418543,22.65050761989663,0
Assomption,10,1,24.933541273586258,14.480330652762952,0
Assomption,10,1,16.281039296379447,15.136757354752895,0
Assomption,10,1,21.98248318802236,20.492468190253252,0
Assomption,10,1,22.815965184388297,19.28707473149869,0
Assomption,10,1,26.05830740915448,22.405593156359853,0
Assomption,10,1,25.906705853279952,23.922517964470206,0
Assomption,10,1,24.68147585666404,16.445032760256787,0
Assomption,10,1,16.34571175582547,25.235502101626913,0
Assomption,10,1,22.142837301599393,18.82043990497907,0
Assomption,10,1,23.29817497468551,26.737326519104975,0
Assomption,10,1,22.92973502270561,22.958240462555633,0
Assomption,10,1,17.075328333363434,24.47984967815531,0
Assomption,10,1,22.52315019408245,18.775568803138682,0
Assomption,10,1,25.385565811781444,21.628326135311553,0
Assomption,10,1,20.95362321300012,17.610385824242965,0
Assomption,10,1,23.305481886635178,24.417472440192583,0
Assomption,10,1,21.72333331075078,16.853709317936534,0
Assomption,10,1,17.58494193703052,28.58559349520857,0
Benny,11,1,16.497330105273523,13.347173035541944,0
Benny,11,1,25.146346540026823,20.805710353064786,0
Benny,11,1,24.463008530362238,10.099197406808413,0
Benny,11,1,20.26927573776558,26.935183706317314,0
Benny,11,1,20.458280175968483,20.169833147747273,0
Benny,11,1,22.30367436407279,12.708177053468786,0
Dorval,12,1,20.524171646816995,23.281156068678083,0
Dorval,12,1,25.183133268896107,22.322284424809467,0
Dorval,12,1,20.693979231895284,16.157858134860444,0
Dorval,12,1,18.39125625844362,11.34307310400851,0
Dorval,12,1,19.91335466556984,24.125265549445324,0
Dorval,12,1,25.92057339859891,16.469211277631825,0
Dorval,12,1,25.895017427555718,28.49512060390642,0
Dorval,12,1,25.545247331750915,27.290191094363394,0
Dorval,12,1,18.561451497063466,16.528318426949447,0
Magog,13,1,20.8989909400129,18.550114401718822,0
Magog,13,1,26.045924145116498,16.317445723974167,0
Magog,13,1,24.1237254498198,12.582869176135619,0
Magog,13,1,23.171608002247194,29.145470115056828,0
Magog,13,1,16.951292998267867,16.34767414426272,0
Magog,13,1,20.86064715346151,14.382584633912321,0
Magog,13,1,24.445467579537905,26.36215034696373,0
Magog,13,1,16.586362481457414,14.951232103282525,0
Magog,13,1,25.10100731302665,25.08894397100518,0
Magog,13,1,23.922633084204715,11.523718650998859,0
Magog,13,1,24.15936728295665,15.564108132403703,0
Magog,13,1,25.260507952241692,27.46298584963611,0
Magog,13,1,16.21898355165763,15.344605198652175,0
Magog,13,1,19.145580695055067,15.309162199079289,0
Magog,13,1,25.832788338995194,20.880798200171217,0
Magog,13,1,24.074162470127604,24.407411723865525,0
Magog,13,1,19.30578498137161,10.287003173231568,0
Magog,13,1,19.226895150702116,16.303969894866256,0
Magog,13,1,24.765750296445443,18.918460062614002,0
Magog,13,1,19.7980259012533,12.431898730139393,0
Magog,13,1,24.282650967134472,15.804558096854379,0
Magog,13,1,18.805925477874744,19.32758635867778,0
Magog,13,1,21.95718221733472,28.648006470543535,0
Magog,13,1,19.806691264575406,17.96876866367495,0
Magog,13,1,16.41022169072715,14.573416294283225,0
Magog,13,1,20.744646989779028,11.726995575643532,0
Magog,13,1,18.310361374036574,18.53722137805081,0
Magog,13,1,23.700680632827577,11.689873229926837,0
Magog,13,1,17.33878562093696,14.967833391412508,0
Magog,13,1,25.450987049091786,12.019074196871868,0
Magog,13,1,25.657428157841665,19.34892138980649,0
Magog,13,1,18.815756210356778,27.42199252871307,0
Magog,13,1,18.675419183696516,25.209601687908112,0
Magog,13,1,18.77937073579509,10.848046628040994,0
Magog,13,1,22.18622462879722,23.78689679817704,0
Magog,13,1,25.890599108321002,18.435381810497944,0
Magog,13,1,24.951359513376563,20.360574446366684,0
Magog,13,1,17.892688832641458,26.548576012259954,0
Magog,13,1,20.791364106956806,13.39359712729382,0
Magog,13,1,25.9109067708014,27.076302249648073,0
Magog,13,1,22.6061297936366,10.764991511032264,0
Magog,13,1,21.20927892594295,22.126884946336638,0
Magog,13,1,22.07093106416211,27.48108473161028,0
Magog,13,1,22.581424573446654,26.94964121020131,0
Magog,13,1,17.85468247349088,18.77666547751836,0
Magog,13,1,17.172437297541297,14.634673917480708,0
Magog,13,1,24.179062179273988,11.566046715710183,0
Magog,13,1,18.44837020350134,23.822190494094947,0
Magog,13,1,20.570546765825387,26.387772398337773,0
Berthierville,14,1,24.14464240904938,12.76865400289977,0
Berthierville,14,1,24.91435315615629,27.292263310937816,0
Berthierville,14,1,21.23460009680726,13.501985043669746,0
Berthierville,14,1,23.736520499816667,25.953388070269945,0
Ahuntsic,0,0,22.344627919140585,37.68701651710308,0
Ahuntsic,0,0,23.358092865659067,23.122598403252887,0
Ahuntsic,0,0,27.24672497404471,36.8748705504897,0
Ahuntsic,0,0,29.546107991666354,24.436171675228646,0
Ahuntsic,0,0,21.142497868446036,31.684067819532757,0
Ahuntsic,0,0,27.147721156856825,32.7289589031319,0
Ahuntsic,0,0,22.449270296965366,35.191210344261094,0
Ahuntsic,0,0,25.38885325514846,37.38070431890739,0
Ahuntsic,0,0,26.973905992007737,29.55857207715087,0
Ahuntsic,0,0,28.517608205966845,36.904724668856886,0
Ahuntsic,0,0,20.820399274618286,25.97494615150797,0
Ahuntsic,0,0,23.012257420632388,21.787247468418045,0
Ahuntsic,0,0,29.443329047359086,24.034203732025325,0
Ahuntsic,0,0,26.495993406019117,36.472122022737985,0
Ahuntsic,0,0,24.278302679525083,25.73832666292921,0
Ahuntsic,0,0,24.34971381285281,20.620548398060883,0
Ahuntsic,0,0,28.127772995129938,35.959160930180424,0
Ahuntsic,0,0,20.350264173496864,35.413048630844635,0
Ahuntsic,0,0,22.34851356340185,27.752340586783077,0
Ahuntsic,0,0,28.19969699845772,35.49087451016623,0
Ahuntsic,0,0,27.54577539069835,36.64849265706866,0
Ahuntsic,0,0,21.47800284186156,34.92185445343834,0
Ahuntsic,0,0,20.644276363897404,25.239815645098542,0
VanHorne,1,0,19.97399885798003,38.165741056199785,0
VanHorne,1,0,20.98200949600694,38.123059713994756,0
VanHorne,1,0,24.777742825334986,34.06599950298635,0
VanHorne,1,0,26.35995341447039,23.272310110633768,0
VanHorne,1,0,21.608409519866115,38.45983825971961,0
VanHorne,1,0,23.86664258242066,28.196887843605005,0
VanHorne,1,0,22.578988788753108,36.4283353699619,0
VanHorne,1,0,24.907634550104074,32.24400466282157,0
VanHorne,1,0,27.334566347113316,31.18762601395025,0
VanHorne,1,0,24.304944674118136,38.35344660668588,0
VanHorne,1,0,24.046702912993865,36.68327489150989,0
VanHorne,1,0,22.124748842482404,34.94697196809649,0
VanHorne,1,0,23.17756254240978,23.79942148534314,0
VanHorne,1,0,24.350285743921503,23.190767403998834,0
VanHorne,1,0,26.40347585801519,22.661854592989904,0
VanHorne,1,0,29.40365531378557,25.80410467702057,0
VanHorne,1,0,26.760721392565706,28.93185894171269,0
VanHorne,1,0,27.0570505457489,33.15606811489641,0
VanHorne,1,0,21.391018148901548,35.64993860766978,0
VanHorne,1,0,21.666793920754888,39.029271809177104,0
VanHorne,1,0,25.996387546387076,33.47139990155361,0
VanHorne,1,0,26.36927742541448,23.91539535864981,0
VanHorne,1,0,21.585040911225118,35.53891881415764,0
VanHorne,1,0,28.2874535908554,33.33137597840873,0
VanHorne,1,0,26.540784458818617,20.418489610932586,0
VanHorne,1,0,26.925556802002056,36.44358058046545,0
VanHorne,1,0,21.265862453202807,36.93305141047651,0
Verdun,2,0,28.69871408575471,36.977030996132555,0
Verdun,2,0,23.553498051815016,22.970244426744966,0
Verdun,2,0,23.043289049094415,29.600846655631635,0
Verdun,2,0,20.089334498763584,37.318084553759924,0
Verdun,2,0,24.925332052387184,35.08834524450931,0
Verdun,2,0,20.753818135548258,36.40542044976297,0
Verdun,2,0,29.1668815273053,37.88931771453842,0
Verdun,2,0,26.996298703890886,24.12595933690672,0
Verdun,2,0,22.693824709974148,21.285705811323467,0
Verdun,2,0,29.559738927504497,25.740410440018728,0
Verdun,2,0,22.370169319380857,25.070348276648936,0
Verdun,2,0,22.77154892684214,35.18423165212445,0
Verdun,2,0,28.303971989164864,30.493317376307367,0
Verdun,2,0,26.082055924067824,30.792420854520756,0
Verdun,2,0,27.977864736315517,22.971844095425055,0
Verdun,2,0,26.510047121674386,30.59252423362284,0
Verdun,2,0,27.409284569633666,31.803147237084193,0
Verdun,2,0,22.0072167013179,26.107663757431027,0
Lasalle,3,0,27.711898993743027,25.890930208951733,0
Lasalle,3,0,21.726389622247538,30.931736560782383,0
Lasalle,3,0,24.26986505339628,34.393347016849994,0
Lasalle,3,0,23.421120789164547,33.52805066184265,0
Lasalle,3,0,27.715912138424734,29.312744979864576,0
Lasalle,3,0,20.39753222680679,27.675791493504022,0
Lasalle,3,0,25.549292392235,22.270979409273217,0
Lasalle,3,0,26.62652656817137,31.189415591672756,0
Lasalle,3,0,23.052265721136816,23.27780384932062,0
Lasalle,3,0,26.91921083031726,31.601399520555724,0
Lasalle,3,0,25.173739922237694,22.362756463476018,0
Lasalle,3,0,27.47120437580097,37.85071486306282,0
Lasalle,3,0,24.479752386997827,28.238409660006695,0
Lasalle,3,0,28.82587058833611,36.11935563214066,0
Lasalle,3,0,27.30203497328411,28.904658175369452,0
Lasalle,3,0,28.15650425404863,30.100808157619024,0
Préfontaine,4,0,27.79615282301514,24.833859079322586,0
Préfontaine,4,0,28.974953676530266,30.788940380105288,0
Préfontaine,4,0,25.29224196863878,35.93412351605053,0
Préfontaine,4,0,29.769703224385736,28.75216063234938,0
Préfontaine,4,0,25.428803212538433,36.07325711028838,0
Préfontaine,4,0,25.01946597106575,34.42317296610675,0
Préfontaine,4,0,27.87447118029261,30.54407137847508,0
Préfontaine,4,0,23.77820157557304,23.977643569621844,0
Préfontaine,4,0,20.230899832824466,31.92773251935054,0
Préfontaine,4,0,19.86457421080999,31.579034607184354,0
Préfontaine,4,0,26.345906549324397,20.69245934424827,0
Préfontaine,4,0,25.990452969363687,23.340442345280493,0
Préfontaine,4,0,28.290880742199764,27.63523916447722,0
Préfontaine,4,0,28.88935600458756,19.891813418756684,0
Préfontaine,4,0,23.301657755799773,29.20883731349612,0
Préfontaine,4,0,25.11355968817694,38.87570104162387,0
Préfontaine,4,0,25.70233437814538,32.312001345901116,0
Préfontaine,4,0,20.07018220252447,36.695822009503416,0
Préfontaine,4,0,24.62636999268687,30.973281004187072,0
Préfontaine,4,0,26.804510728045834,25.03130322443006,0
Préfontaine,4,0,28.299821737522677,34.12307254607138,0
Préfontaine,4,0,28.234648911431144,30.776170093421683,0
Préfontaine,4,0,22.69041737344867,24.410504738481443,0
Préfontaine,4,0,27.231767087818618,37.423614160767315,0
Préfontaine,4,0,20.897315837704458,30.027312351808696,0
Préfontaine,4,0,25.705460720298284,20.848596033861035,0
Préfontaine,4,0,28.625044487903736,21.492483676616885,0
Préfontaine,4,0,20.3627442648206,22.93749798515566,0
Préfontaine,4,0,21.81962341894625,34.50205061066939,0
Préfontaine,4,0,26.399979929792586,19.49741151674357,0
Préfontaine,4,0,28.83660325121169,34.369844452660914,0
Préfontaine,4,0,25.17623155467876,21.054631268582312,0
Préfontaine,4,0,20.54975971313524,22.794084363262073,0
Préfontaine,4,0,25.68194020044843,24.300799207553872,0
Préfontaine,4,0,25.44226642967675,37.58120202925086,0
Préfontaine,4,0,20.952388017152952,22.94099537222406,0
Préfontaine,4,0,25.640088376154477,20.437439014194634,0
Préfontaine,4,0,29.034837631910477,32.94003892193628,0
Préfontaine,4,0,24.36676644662589,26.343266232020213,0
Boucherville,5,0,23.02481294443788,29.41512572046692,0
Boucherville,5,0,24.75158670399391,28.884868386100045,0
Boucherville,5,0,21.043948361812397,21.72822349953391,0
Boucherville,5,0,25.27792882203955,31.096775517763277,0
Boucherville,5,0,19.891024054233426,27.888963950981793,0
Boucherville,5,0,26.298577603966642,35.319258711950255,0
Boucherville,5,0,25.866626750785308,19.427519027868485,0
Boucherville,5,0,21.631994715313436,30.958202666137637,0
Boucherville,5,0,20.26714660656119,33.01348969197095,0
Boucherville,5,0,24.41187654731405,20.315714024017677,0
Boucherville,5,0,25.07250083002332,34.44348979615411,0
Boucherville,5,0,21.336546141567226,31.25221580408499,0
Boucherville,5,0,25.9682668824435,33.40347036422321,0
Boucherville,5,0,21.369560598442867,27.616337842382016,0
Boucherville,5,0,22.885128705818236,33.644866556892595,0
Boucherville,5,0,26.242479944029313,38.81440101323239,0
Boucherville,5,0,29.489223430563705,27.365889381809104,0
Boucherville,5,0,28.9406669615203,26.983769254211083,0
Boucherville,5,0,26.09359843102985,30.93533362810286,0
Boucherville,5,0,28.370087580840046,38.850591192632564,0
Boucherville,5,0,22.09665536306506,21.803510710336486,0
